book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,title_length,authors_count,rating_deviation
1442,21844019,23492671,41326408,60,Graeme Simsion,2014,"The Rosie Effect (Don Tillman, #2)",eng,3.56,27308,69847,8270,1191,6636,25126,25659,11235,34,1,190099.36425787793
1443,11827808,11827808,16782480,37,Amish Tripathi,2011,The Secret of the Nagas (Shiva Trilogy #2),eng,3.98,50158,55054,2109,586,2413,11661,23263,17131,42,1,132280.53583608818
1444,38501,38501,958661,85,Charles Bukowski,1982,Ham on Rye,eng,4.16,54140,61743,2425,641,1897,9576,24523,25106,10,1,129979.19310496737
1445,331920,331920,3199878,45,Wendelin Van Draanen,2001,Flipped,en-US,3.94,79264,81706,6209,1175,4843,19570,28606,27512,7,1,181650.62359728783
1446,6486483,6486483,6677843,28,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003,Emotional Intelligence 2.0,eng,3.81,53384,54382,649,2234,3927,13314,17439,17468,26,3,115323.4160461182
1447,29291,29291,103828,62,Robert McCloskey,1941,Make Way for Ducklings,eng,4.21,70704,72105,1271,1398,2784,11683,19309,36931,22,1,116461.77091810553
1448,67035,67035,23046,98,"Douglas Preston, Lincoln Child",1995,"Relic (Pendergast, #1)",eng,4.01,68011,73343,2531,993,3349,15578,27328,26095,22,2,161756.78897004487
1449,28,28,940892,63,Bill Bryson,1995,Notes from a Small Island,eng,3.91,66947,72421,3323,1073,3717,17241,29024,21366,25,1,174185.38512461857
1450,927979,927979,2054834,31,Jim Butcher,2008,"Small Favor (The Dresden Files, #10)",en-US,4.43,70029,76253,1975,69,419,6473,28646,40646,36,1,134779.09520661482
1451,6465707,6465707,6656179,7,Robert Kirkman,2009,"The Walking Dead, Compendium 1",eng,4.43,57764,58612,2154,849,1260,5314,15352,35837,30,1,79028.48713846994
1452,85990,85990,3299770,50,Shannon Hale,2005,"Princess Academy (Princess Academy, #1)",eng,4.01,82470,87725,7803,1062,3781,18451,34060,30371,39,1,198098.74103448278
1453,18692431,18692431,26540216,86,"Nicola Yoon, David Yoon",2015,"Everything, Everything",eng,4.11,132552,150407,23712,2262,6555,25928,53989,61673,22,2,304594.1602037804
1454,7714,7714,184399,416,George Bernard Shaw,1912,Pygmalion,en-US,3.9,70079,75603,1664,895,4044,19262,29217,22185,9,1,181852.3672036824
1455,13438524,13438524,18945788,38,Barbara Kingsolver,2012,Flight Behavior,eng,3.75,57078,65593,8825,1681,5240,16765,25871,16036,15,1,162582.97238653514
1456,2146957,2146957,2156412,31,Brandon Mull,2008,"Grip of the Shadow Plague (Fablehaven, #3)",eng,4.26,65638,67659,2862,1353,1859,8785,21812,33850,42,1,115974.76151494998
1457,363752,363752,8140,141,Helen Fielding,1999,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",eng,3.53,73093,81599,2215,1959,9506,28844,25992,15298,53,1,207557.4673889386
1458,3388,3388,2771048,105,Louis de Bernières,1994,Corelli's Mandolin,eng,3.95,57583,65596,2279,1734,4029,13185,23679,22969,18,1,140600.70079273128
1459,15924,15924,1498113,80,Nicholas Sparks,2004,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",en-US,3.81,62219,66617,3240,1492,5098,17959,22090,19978,49,1,150946.30946710298
1460,24,24,2611786,76,Bill Bryson,2000,In a Sunburned Country,eng,4.05,58688,66668,4455,607,2214,12998,28184,22665,22,1,155556.74984100315
1461,194373,194373,6328892,639,Arthur Conan Doyle,1894,The Memoirs of Sherlock Holmes,eng,4.32,56918,65984,1399,398,1005,8433,23292,32856,30,1,120085.80969447139
1462,11529868,11529868,16467838,55,Adam Johnson,2012,The Orphan Master's Son,eng,4.06,52765,63406,8316,1671,3341,9883,23007,25504,23,1,126694.07116613569
1463,44687,44687,938064,55,David Eddings,1984,"Enchanters' End Game (The Belgariad, #5)",en-US,4.17,69134,73032,658,677,2478,12604,25188,32085,40,1,142849.3666398291
1464,991197,991197,13344769,60,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003,The Complete Persepolis,en-US,4.36,71353,77274,5335,357,1218,7821,28809,39069,23,4,140784.88795248076
1465,187181,187181,1336083,79,Chaim Potok,1967,The Chosen,eng,4.03,70701,73070,3495,1283,3459,13824,27376,27128,10,1,156616.886302176
1466,321552,321552,1504548,94,"Irving Stone, שמואל שניצר",1958,The Agony and the Ecstasy,eng,4.09,61256,63116,1591,1741,2564,10707,21180,26924,25,2,120234.22289815577
1467,4912857,5196764,3252824,178,"Carlos Ruiz Zafón, Lucia Graves",2008,"The Angel's Game (The Cemetery of Forgotten Books, #2)",eng,3.86,46225,74934,7130,1125,5123,18613,28668,21405,54,2,179637.28825686604
1468,147865,147865,3423015,166,Cecelia Ahern,2004,"Love, Rosie",en-US,3.95,55236,78558,8227,1563,4973,17380,26705,27937,11,1,167348.7281129866
1469,774001,774001,888927,36,"Peggy Parish, Fritz Siebel",1963,Amelia Bedelia  (Amelia Bedelia #1),eng,4.15,72329,72884,831,1342,3136,13872,19635,34899,35,2,125092.5441468635
1470,16140036,16140036,21970768,42,Jodi Ellen Malpas,2012,"This Man (This Man, #1)",eng,4.13,79461,85113,5451,3397,4706,12138,22363,42509,23,1,131887.62720959197
1471,7723542,7723542,10479953,77,W. Bruce Cameron,2010,"A Dog's Purpose (A Dog's Purpose, #1)",en-US,4.35,65091,75517,10147,675,1742,8856,23625,40619,37,1,123884.03939444099
1472,20560137,27774758,39113604,71,Sabaa Tahir,2015,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492,94982,14542,1316,2448,10085,31685,49448,49,1,160581.92301951948
1473,1240662,1240662,1928049,51,J.R. Ward,2008,"Lover Enshrined (Black Dagger Brotherhood, #6)",eng,4.12,87432,93405,3753,1130,4648,17757,27856,42014,46,1,172867.36902307157
1474,15819028,15819028,21547736,51,Helene Wecker,2013,"The Golem and the Jinni (The Golem and the Jinni, #1)",eng,4.1,59650,70865,9907,1155,2588,11315,28881,26926,53,1,153495.99980949695
1475,16081961,16081961,21881449,7,"أحلام مستغانمي, Ahlam Mosteghanemi",2012,الأسود يليق بك,ara,3.72,42958,52255,5459,3323,5535,11642,13878,17877,14,2,98190.43055401398
1476,297792,297792,2146706,50,"Lemony Snicket, Brett Helquist",2003,"The Slippery Slope (A Series of Unfortunate Events, #10)",en-US,4.0,81362,84253,1672,926,3956,19412,29849,30110,56,2,184623.7868799924
1477,31242,31242,2960365,635,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853,Bleak House,eng,4.0,67433,75694,3125,1999,4506,14750,25011,29428,11,3,151312.94387930352
1478,775597,775597,954532,56,Esphyr Slobodkina,1938,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",eng,4.12,72504,73190,1130,1058,3562,14486,20187,33897,74,1,130278.43568520289
1479,29396,29396,3098584,35,Jim Butcher,2004,"Furies of Calderon (Codex Alera, #1)",eng,4.12,70269,74537,3132,1209,2914,12182,27550,30682,36,1,151371.17817245127
1480,13831,13831,1936544,14,Tamora Pierce,1983,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US,4.27,85699,91488,3810,1053,2308,13154,29563,45410,53,1,161283.75174623993
1481,6202342,6202342,6382826,72,Audrey Niffenegger,2009,Her Fearful Symmetry,en-GB,3.23,63737,79116,11713,4845,13797,28144,22691,9639,20,1,197948.83916881538
1482,22450859,22450859,21890979,24,Anita Diamant,2014,The Boston Girl,eng,3.79,51603,60608,7303,841,3333,16733,26479,13222,15,1,161944.88078009503
1483,5098079,5098079,5164827,51,J.R. Ward,2009,"Lover Avenged (Black Dagger Brotherhood, #7)",eng,4.38,84650,92514,3549,498,1841,10764,28245,51166,44,1,148463.14531119616
1484,77565,77565,1882596,74,Dan Simmons,1990,"The Fall of Hyperion (Hyperion Cantos, #2)",eng,4.18,63235,68811,2265,675,2454,10805,25016,29861,42,1,136718.34978390083
1485,21704,21704,434,93,James Ellroy,1987,"The Black Dahlia (L.A. Quartet, #1)",en-US,3.75,61412,65404,1944,1999,4999,17641,23340,17425,35,1,154287.08210507003
1486,83346,83346,45962572,918,"Lewis Carroll, John Tenniel, Peter Glassman",1871,"Through the Looking-Glass, and What Alice Found There",eng,4.06,63050,77666,2131,1030,3785,16105,25471,31275,53,3,156745.0734292998
1487,1848,1848,2969000,139,Jung Chang,1991,Wild Swans: Three Daughters of China,en-US,4.23,60193,67548,4426,921,1940,9406,23802,31479,36,1,126391.56012080298
1488,460548,460548,887311,36,P.D. Eastman,1961,"Go, Dog. Go!",eng,4.08,66360,67112,1307,1373,4030,13995,16365,31349,12,1,114138.41557336989
1489,7882,7882,1402758,87,"Laura Ingalls Wilder, Garth Williams",1937,"On the Banks of Plum Creek  (Little House, #4)",eng,4.19,74666,80381,1250,834,2109,14330,27057,36051,46,2,154608.43250755777
1490,22453035,23492589,41884478,73,Stephen King,2015,"Finders Keepers (Bill Hodges Trilogy, #2)",eng,4.03,36541,65282,6876,372,1857,12964,30192,19897,41,1,163007.553926963
1491,6065215,6065215,6241525,104,"Guillermo del Toro, Chuck Hogan",2009,"The Strain (The Strain Trilogy, #1)",en-US,3.77,58631,67806,5903,1771,5200,17428,25548,17859,35,2,163110.08691885674
1492,112204,112204,1443553,62,"Emily Dickinson, Thomas H. Johnson",1890,The Complete Poems of Emily Dickinson,eng,4.21,60278,62149,614,1141,2161,9616,19058,30173,37,2,108267.6374726866
1493,130580,130580,2686896,58,Fred Gipson,1956,"Old Yeller (Old Yeller, #1)",en-US,4.06,69815,72061,1646,1289,3193,14512,23807,29260,27,1,143867.0902243932
1494,773858,773858,3315115,27,Steve Martin,2007,Born Standing Up: A Comic's Life,eng,3.87,60869,63893,4258,1515,3216,15539,25317,18306,32,1,152807.30255129669
1495,87640,87640,84604,7,Frank Warren,2005,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),eng,4.01,58841,59379,1061,2911,3039,10287,17389,25753,70,1,103590.17852759393
1496,147915,147915,6571827,49,George R.R. Martin,2000,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng,4.56,54977,64173,1959,275,572,4041,17151,42134,75,1,81603.84284481012
1497,348573,348573,802336,90,"Mary Norton, Beth Krush, Joe Krush",1952,"The Borrowers (The Borrowers, #1)",eng,4.02,74820,77076,1403,923,3165,17625,26927,28436,33,3,165995.8646727905
1498,11602,11602,3166850,112,Stephen King,1999,Hearts in Atlantis,eng,3.8,65063,70886,1588,1268,5421,19496,24725,19976,18,1,166967.20902293822
1499,28587957,28587957,45950662,46,Jodi Picoult,2016,Small Great Things,eng,4.35,73745,97404,11839,1035,2060,9633,33373,51303,18,1,165482.98351607737
1500,11298,11298,2057170,146,"Haruki Murakami, Alfred Birnbaum",1982,"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141,32,2,158078.36957335813
1501,252499,252499,1024199,61,Philippa Gregory,2003,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504,74843,2884,859,4137,21150,29517,19180,56,1,188938.11134895717
1502,12812550,12812550,17961723,66,Laini Taylor,2012,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746,99031,10724,1604,3200,13879,34953,45395,56,1,186251.5019590835
1503,8682,8682,1105831,31,Tom Robbins,1984,Jitterbug Perfume,eng,4.24,48277,55296,3099,687,1888,7929,17887,26905,17,1,98430.67281611689
1504,144350,144350,6627896,61,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,66668,1603,594,1365,8641,21627,34441,48,1,114573.90302333955
1505,10576365,10576365,15483434,41,Alexandra Bracken,2012,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886,90772,11330,1380,3193,11844,28768,45587,41,1,155616.77107169613
1506,1427,1427,3341790,154,"Paulo Coelho, Margaret Jull Costa",2005,The Zahir,eng,3.56,50921,56047,2731,2677,6561,16568,16990,13251,9,2,128113.74213285279
1507,1134122,1134122,1121350,116,Norman Vincent Peale,1952,The Power of Positive Thinking,eng,4.08,52704,54516,838,1265,2426,10192,17315,23318,30,1,103429.21863819796
1508,23346377,23346377,42905101,58,Ruth Ware,2015,"In a Dark, Dark Wood",eng,3.65,67344,84171,9107,1904,6968,26321,32390,16588,20,1,220559.6353750104
1509,17728,17728,1652564,602,"Edith Wharton, Nina Bawden",1905,The House of Mirth,eng,3.94,60611,67714,3489,1731,3912,14142,24545,23384,18,2,146704.66667395222
1510,2454986,2454986,2462181,22,"Hiro Mashima, William Flanagan",2006,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477,66294,667,1092,2055,7476,14494,41177,35,2,83429.50563550246
1511,21535271,21535271,40864254,56,"Patrick Rothfuss, Nate  Taylor",2014,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,57716,70650,7633,2506,5300,14205,22248,26391,64,2,139706.78772823777
1512,18478222,18478222,160246,749,Solomon Northup,1853,Twelve Years a Slave,eng,4.15,39758,64894,4918,1035,2266,10046,23893,27654,20,1,129213.28070545812
1513,7046495,7046495,7370233,46,J.R. Ward,2010,"Lover Mine (Black Dagger Brotherhood, #8)",eng,4.41,82824,90079,3872,616,1846,9925,25598,52094,41,1,135250.30157295262
1514,17780,17780,1640941,86,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,59,1,129734.1721023796
1515,81227,81227,1133588,57,Ayaan Hirsi Ali,2006,Infidel,eng,4.2,58432,62162,5662,1168,1891,8759,22116,28228,7,1,117361.47051896657
1516,242472,242472,2157806,103,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,58766,3368,1861,4036,12599,20887,19383,51,1,127561.5291678862
1517,13281368,13281368,14373498,75,Justin Cronin,2012,"The Twelve (The Passage, #2)",eng,3.98,56756,67607,6682,660,2845,14411,28633,21058,28,1,162800.5373831112
1518,17125,17125,838042,264,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,38,2,167321.53048002443
1519,827,827,2181158,58,Neal Stephenson,1995,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836,66621,2821,602,2255,10287,24102,29375,54,1,131183.3946351751
1520,164154,164154,250975,118,Walter M. Miller Jr.,1959,A Canticle for Leibowitz,eng,3.97,66721,71988,3596,1579,4264,14698,25329,26118,24,1,152364.78405234206
1521,7728,7728,1052210,423,"Sophocles, J.E. Thomas",-441,"Antigone (The Theban Plays, #3)",eng,3.6,67608,78535,1893,1881,8279,25895,25697,16783,31,2,195154.66850448845
1522,4954833,4954833,5020624,86,Colm Tóibín,2009,Brooklyn,eng,3.63,55459,67822,8669,1042,5940,21904,27255,11681,8,1,185574.49115124886
1523,8525590,8525590,13392566,44,Lauren DeStefano,2011,"Wither (The Chemical Garden, #1)",eng,3.81,84776,88657,7886,3105,7449,20924,28676,28503,32,1,189274.41748728245
1524,27161156,27161156,47200486,30,J.D. Vance,2016,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737,105770,13146,1429,4680,21299,44927,33435,59,1,251541.57055214143
1525,113435,113435,195579,55,Robert Jordan,2003,"Crossroads of Twilight (Wheel of Time, #10)",en-US,3.82,61361,68479,1599,2097,5975,16531,21644,22232,43,1,146027.44327136787
1526,35220,35220,2314709,800,Stephen Crane,1871,The Red Badge of Courage,eng,3.21,68448,74975,2825,6036,12395,26446,20066,10032,24,1,178359.87902300767
1527,21413662,21413662,40714465,59,Randall Munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,71829,5437,1387,2708,10945,24313,32476,69,1,134122.43064681394
1528,55399,55399,2646042,64,Steven Erikson,1999,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng,3.85,57993,64654,3720,2616,4780,13280,22849,21129,56,1,138185.48400563
1529,816720,816720,13855759,133,Paulo Coelho,2006,The Witch Of Portobello,eng,3.51,51461,58074,3181,2660,7458,18085,17116,12755,23,1,134979.6081678548
1530,77276,77276,1196024,20,Madeleine L'Engle,1978,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851,80918,1477,891,2666,15130,28633,33598,56,1,164369.20605229985
1531,262430,262430,524491,75,Suzanne Collins,2003,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,72486,5376,1705,3653,14937,25516,26675,48,1,152481.8300104848
1532,8554005,8554005,10809193,52,Jodi Picoult,2011,Sing You Home,en-US,3.76,62494,68347,6241,1770,5345,18571,24791,17870,13,1,163802.0672995157
1533,31336,31336,2925924,65,Anne Rice,1992,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US,3.7,67267,71768,1161,1427,6552,22211,23262,18316,55,1,171362.97605618104
1534,15158,15158,2571396,90,David Baldacci,2005,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973,31,1,142396.76002217297
1535,33676,33676,940067,73,James Patterson,2006,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922,60,1,146237.46434131364
1536,43892,43892,3109672,57,Terry Goodkind,1996,"Blood of the Fold (Sword of Truth, #3)",en-US,3.98,60624,64653,958,1009,3226,14259,23434,22725,38,1,141961.7374590506
1537,16180,16180,816515,76,Philippa Gregory,2006,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,71070,3967,506,3336,20312,29721,17195,62,1,185991.0497228085
1538,22501028,22501028,41711673,47,Anne Tyler,2015,A Spool of Blue Thread,eng,3.4,42339,60334,7715,2302,7578,21930,20780,7744,22,1,161768.04176086452
1539,30555488,30555488,48287641,48,Colson Whitehead,2016,The Underground Railroad,eng,4.04,72052,92096,11045,1259,3885,16777,38456,31719,24,1,210671.76206176163
1540,106085,106085,1319792,39,Melissa de la Cruz,2007,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598,79673,2045,1493,5298,19716,25177,27989,28,1,168964.66649216172
1541,8685612,8685612,7030253,35,Julie Kagawa,2011,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373,85131,4580,1217,2819,12701,25786,42608,33,1,145674.742496153
1542,16034964,16034964,21807237,41,Cora Carmack,2012,"Losing It (Losing It, #1)",eng,3.77,84438,91275,6615,2396,7028,24581,32744,24526,25,1,216384.11352232267
1543,13573236,13573236,19153727,87,John Grisham,2012,The Racketeer,eng,3.79,48286,66645,6871,939,4252,18459,27477,15518,13,1,172854.95422837423
1544,6192,6192,1882981,126,J.M. Coetzee,1999,Disgrace,eng,3.83,50422,62387,4573,1369,4284,14721,25122,16891,8,1,151855.1837275394
1545,776407,776407,3244521,146,"A.A. Milne, Ernest H. Shepard",1928,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,71538,866,689,1444,9318,20394,39693,46,2,111736.13425983394
1546,7165300,7165300,7534979,42,Brent Weeks,2010,"The Black Prism (Lightbringer, #1)",en-US,4.24,58906,65873,3022,827,2039,8245,24370,30392,34,1,125472.54686320646
1547,6976,6976,1408375,48,Sue Monk Kidd,2004,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612,17,1,161044.6032269849
1548,537296,537296,1231880,49,Arnold Lobel,1970,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119,70705,1010,1041,2915,12966,19278,34505,45,1,120805.62006788769
1549,324277,324277,984147,56,"Lemony Snicket, Brett Helquist",2002,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,86894,1710,942,4280,21100,31005,29567,61,2,194943.6713257532
1550,6574102,6574102,6767235,42,Ally Carter,2010,"Heist Society (Heist Society, #1)",en-US,3.91,75834,78149,4814,2617,5001,16839,25668,28024,33,1,160579.70298519495
1551,29437949,29437949,45981530,62,B.A. Paris,2016,Behind Closed Doors,eng,3.93,57865,102851,12159,2944,6308,20514,37908,35177,19,1,222851.64009518625
1552,682804,682804,1044737,64,Michael Shaara,1974,"The Killer Angels (The Civil War Trilogy, #2)",en-US,4.3,58372,62781,4020,715,1727,7747,20361,32231,45,1,107430.86693904207
1553,30274,30274,1736002,51,Laurell K. Hamilton,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,80454,1373,780,2522,14606,27469,35077,54,1,157964.33994133293
1554,59264,59264,3736193,70,Jonathan Stroud,2006,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,68833,1783,959,1972,9826,22917,33159,31,1,124137.64865573197
1555,29981,29981,68894,680,H.G. Wells,1896,The Island of Dr. Moreau,eng,3.72,60346,70563,2767,897,5007,22375,27122,15162,24,1,184734.79435908337
1556,13362536,13362536,18591132,42,Jennifer L. Armentrout,2012,"Opal (Lux, #3)",eng,4.34,92014,98068,8330,1079,2588,11790,28917,53694,14,1,155142.0775902435
1557,6512154,6512154,6703901,54,Dave Eggers,2008,Zeitoun,eng,4.08,55398,60136,7088,760,2129,10245,25365,21637,7,1,135698.87900558734
1558,6609765,6609765,6803732,41,Sharon M. Draper,2010,Out of My Mind,en-US,4.37,63756,69573,10058,547,1483,7956,21472,38115,14,1,112182.10920917596
1559,12716010,12716010,14103064,59,Lauren Kate,2012,"Rapture (Fallen, #4)",eng,4.03,79360,84367,5182,2222,5420,16312,24191,36222,20,1,154324.17669242714
1560,8564935,12180581,13433455,68,Amanda Hocking,2010,"Switched (Trylle, #1)",eng,3.89,45319,80719,6341,2318,5578,18540,26661,27622,21,1,171107.60099741077
1561,130440,130440,3288400,330,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Doctor Zhivago,eng,4.03,59973,66174,2162,1257,3530,12593,23103,25691,14,4,135999.97117024814
1562,22609310,34324605,42099145,28,Colleen Hoover,2015,Confess,en-GB,4.25,72611,86860,11682,1122,2934,12186,27722,42896,7,1,152198.7192608796
1563,15034320,15096164,20688937,62,Blake Crouch,2012,"Pines (Wayward Pines, #1)",eng,3.88,34789,62057,5356,1420,3550,13928,25010,18149,25,1,147509.34228467377
1564,7675,7675,1511269,83,Michael Crichton,1994,Disclosure,eng,3.76,57818,60056,710,924,4157,18087,22292,14596,10,1,150823.97519914748
1565,12875355,12875355,17822238,79,P.D. James,2012,Death Comes to Pemberley,eng,3.21,65906,74781,8645,5576,13652,25738,19180,10635,24,1,175665.9210763429
1566,5246,5246,132919,529,Edith Wharton,1911,Ethan Frome,eng,3.35,72421,81757,4204,7015,11389,24161,24061,15131,11,1,184494.275364189
1567,5205,5205,3046634,30,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620,18,3,154028.03746671174
1568,27362503,27362503,43940889,19,Colleen Hoover,2016,It Ends with Us,eng,4.44,80433,94915,15878,1172,2155,8566,24847,58175,15,1,128231.50458410157
1569,143534,143534,171430,2,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981,20,2,145372.05443993703
1570,7442,7442,208153,45,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,en-US,3.92,54848,58254,1529,982,3287,13596,21988,18401,31,1,134337.49937652348
1571,7437,7437,4055,139,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,Naked Lunch,en-US,3.46,55473,61769,2759,4627,7799,17322,18615,13406,11,3,137401.54517217373
1572,25100,25100,2371237,50,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,Dream Country (The Sandman #3),eng,4.28,67753,73932,1407,1786,1814,9096,22186,39050,30,6,117880.92094032354
1573,5360,5360,1125216,95,John Grisham,2001,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711,15,1,152325.89565998875
1574,18423,18423,817527,127,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,eng,4.05,61888,72176,4708,1170,3497,13266,26812,27431,25,2,152875.95028541342
1575,3213286,33290383,3247053,77,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,eng,3.84,57632,76517,7640,1110,4837,20638,28643,21289,35,3,185055.23112876876
1576,7912007,7912007,11067830,80,Stephen King,2010,"Full Dark, No Stars",en-US,4.03,60672,69347,5276,682,2494,14005,28981,23185,19,1,162250.7016656813
1577,20696006,20696006,40015533,62,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,65567,8698,982,1507,5579,19732,37767,50,1,97704.2800311132
1578,32439,32439,442737,82,Dean Koontz,1987,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353,9,1,128819.94506101939
1579,6472246,6472246,6663373,15,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,en-US,3.81,55355,57939,2918,1536,4300,15147,19625,17331,25,1,131010.30562470874
1580,37793,37793,10535173,603,"Henrik Ibsen, Michael   Meyer",1879,A Doll's House,eng,3.69,69450,79492,2701,1820,7074,23481,28984,18133,14,2,198711.8305550244
1581,12658,12658,1056841,47,James A. Michener,1959,Hawaii,en-GB,4.18,59963,61648,1287,561,1806,10458,21787,27036,6,1,121579.37277186607
1582,48328,48328,1235136,92,Richard Yates,1961,Revolutionary Road,eng,3.89,56550,64720,5947,1576,4445,14100,23791,20808,18,1,144783.49754017306
1583,25373,25373,929639,34,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,2378,6204,19509,23714,19709,32,2,163418.1079819336
1584,18545,18545,73811,43,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628,37,2,137560.11121591218
1585,9409458,9409458,6961290,76,Maggie Stiefvater,2011,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034,91288,7536,2005,6338,21233,29682,32030,39,1,193103.66433791956
1586,607639,607639,1020156,88,Alex Garland,1996,The Beach,eng,3.91,52333,57583,2079,838,3254,13336,22974,17181,9,1,137579.40184655195
1587,6617928,6617928,6812044,36,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,eng,3.92,54341,66882,7996,837,3460,15864,26904,19817,23,2,161296.40148978797
1588,10407279,10407279,15311332,46,Charlaine Harris,2012,"Deadlocked (Sookie Stackhouse, #12)",eng,3.65,65932,82602,6858,2104,8469,25761,26265,20003,35,1,197181.86080603374
1589,10579,10579,2330175,93,Stephen King,2002,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,67337,1715,492,2870,17240,26553,20182,36,1,163185.4385817604
1590,91244,91244,933852,51,Beverly Cleary,1955,"Beezus and Ramona (Ramona, #1)",eng,3.97,75987,79139,1477,1553,3774,18481,27259,28072,30,1,170479.74358824347
1591,13667,13667,1322014,110,Ursula K. Le Guin,1972,"The Farthest Shore (Earthsea Cycle, #3)",eng,4.11,65626,70761,1175,765,2518,13315,25482,28681,39,1,146150.13661070363
1592,7667,7667,997270,78,Michael Crichton,1996,Airframe,eng,3.66,59229,63420,1482,1251,5523,20402,22606,13638,8,1,161429.7352128666
1593,13812,13812,15983,58,Raymond E. Feist,1982,"Magician: Apprentice (The Riftwar Saga, #1)",en-US,4.17,62432,64948,1231,806,2358,10465,22606,28713,43,1,125735.38046067623
1594,854757,854757,1616066,58,Jennifer Crusie,2004,Bet Me,eng,3.95,70737,73479,3203,1759,4253,16515,24613,26339,6,1,154749.74228078773
